"","...1","...2","...3","...4","...5","fips","FIPS.x","stateName","countyName","ccvi","adi.median2","adi.mean2","adi.median.uw2","adi.mean.uw2","fips.y","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS.y","LOCATION","RPL_THEMES","sviscore","year","countyfips","statefips","stateusps","pop","z_ED_nat","z_HE_nat","z_SE_nat","z_COI_nat","c5_ED_nat","c5_HE_nat","c5_SE_nat","c5_COI_nat","r_ED_nat","r_HE_nat","r_SE_nat","r_COI_nat","c5_ED_stt","c5_HE_stt","c5_SE_stt","c5_COI_stt","r_ED_stt","r_HE_stt","r_SE_stt","r_COI_stt","c5_ED_met","c5_HE_met","c5_SE_met","c5_COI_met","r_ED_met","r_HE_met","r_SE_met","r_COI_met","VLCN_EXPP","VLCN_EXPPE","VLCN_EXPT","VLCN_HLRB","VLCN_HLRP","VLCN_HLRR","VLCN_EALB","VLCN_EALP","VLCN_EALPE","VLCN_EALT","VLCN_EALS","VLCN_EALR","VLCN_RISKS","VLCN_RISKR","WFIR_EVNTS","WFIR_AFREQ","WFIR_EXPB","WFIR_EXPP","WFIR_EXPPE","WFIR_EXPA","WFIR_EXPT","WFIR_HLRB","WFIR_HLRP","WFIR_HLRA","WFIR_HLRR","WFIR_EALB","WFIR_EALP","WFIR_EALPE","WFIR_EALA","WFIR_EALT","WFIR_EALS","WFIR_EALR","WFIR_RISKS","WFIR_RISKR","WNTW_EVNTS","WNTW_AFREQ","WNTW_EXPB","WNTW_EXPP","WNTW_EXPPE","WNTW_EXPA","WNTW_EXPT","WNTW_HLRB","WNTW_HLRP","WNTW_HLRA","WNTW_HLRR","WNTW_EALB","WNTW_EALP","WNTW_EALPE","WNTW_EALA","WNTW_EALT","WNTW_EALS","WNTW_EALR","WNTW_RISKS","WNTW_RISKR","NRI_VER","coi_num"
"11",11,11,11,11,11,"17031010702",17031010702,"ILLINOIS","Cook",0.882323603164268,5.5,6,6,6,17031010702,17,"ILLINOIS","IL",17031,"Cook",17031010702,"Census Tract 107.02, Cook County, Illinois",0.8444,0.8444,2015,17031,17,"IL",1435,-0.03036,-0.01503,-0.14392,-0.02174,"Low","Low","Low","Low",36,21,21,22,"Low","Low","Very Low","Low",35,23,20,23,"Low","Low","Low","Low",33,26,22,24,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,303834999.999999,2683.99999999999,20398399999.9999,0,20702234999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",14.8021688181202,0.000126717556823,963.053431851801,0,977.855600669921,15.7998939811411,"Relatively Low",9.37318013307705,"Relatively Low",2021-07-01,2
"12",12,12,12,12,12,"17031020100",17031020100,"ILLINOIS","Cook",0.78541444424433,5,6,6,6,17031020100,17,"ILLINOIS","IL",17031,"Cook",17031020100,"Census Tract 201, Cook County, Illinois",0.6992,0.6992,2015,17031,17,"IL",971,-0.03636,-0.03195,-0.12411,-0.02189,"Low","Very Low","Low","Low",33,13,24,22,"Low","Very Low","Low","Low",31,15,23,23,"Low","Very Low","Low","Low",30,16,24,24,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,528127999.999999,4011.99999999999,30491199999.9999,0,31019327999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",25.7292274213839,0.000189415364371,1439.55676922109,0,1465.28599664248,18.0802069290049,"Relatively Moderate",10.7642082819085,"Relatively Moderate",2021-07-01,2
"13",13,13,13,13,13,"17031020200",17031020200,"ILLINOIS","Cook",0.92060237458611,1.5,2,2,2,17031020200,17,"ILLINOIS","IL",17031,"Cook",17031020200,"Census Tract 202, Cook County, Illinois",0.6519,0.6519,2015,17031,17,"IL",2190,-0.01432,0.029349,0.086746,0.01164,"Moderate","Moderate","High","Moderate",46,59,62,59,"Moderate","High","Moderate","Moderate",46,66,57,54,"Moderate","High","Moderate","Moderate",41,67,57,52,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,282697999.999999,2094.99999999999,15921999999.9999,0,16204697999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",13.7724209539551,9.8909568384e-05,751.712719720389,0,765.485140674344,14.5615694276109,"Relatively Low",8.43707505666184,"Relatively Low",2021-07-01,3
"14",14,14,14,14,14,"17031020301",17031020301,"ILLINOIS","Cook",0.770604452695308,3,4,5,4,17031020301,17,"ILLINOIS","IL",17031,"Cook",17031020301,"Census Tract 203.01, Cook County, Illinois",0.7525,0.7525,2015,17031,17,"IL",1605,0.001104,0.013627,0.142725,0.018211,"Moderate","Moderate","High","High",55,43,74,67,"Moderate","Moderate","High","High",55,47,70,63,"Moderate","Moderate","High","Moderate",48,50,68,60,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,219634999.999999,1548.99999999999,11772399999.9999,0,11992034999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",10.7001311513414,7.3131704739e-05,555.800956012832,0,566.501087164173,13.1713264201301,"Relatively Low",7.26782825374503,"Relatively Low",2021-07-01,4
"15",15,15,15,15,15,"17031020302",17031020302,"ILLINOIS","Cook",0.88266995469722,2,2,2,2,17031020302,17,"ILLINOIS","IL",17031,"Cook",17031020302,"Census Tract 203.02, Cook County, Illinois",0.8138,0.8138,2015,17031,17,"IL",1253,-0.01034,-0.01286,-0.0018,-0.00272,"Moderate","Low","Moderate","Moderate",49,22,44,42,"Moderate","Low","Low","Low",49,24,40,39,"Moderate","Low","Low","Low",43,27,40,39,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,453613999.999999,4353.99999999999,33090399999.9999,0,33544013999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",22.0990702396458,0.000205561938303,1562.27073110385,0,1584.3698013435,18.5572997276328,"Relatively Moderate",11.3623072343235,"Relatively Moderate",2021-07-01,2
"16",16,16,16,16,16,"17031020400",17031020400,"ILLINOIS","Cook",0.840137986450728,2.5,3,3,3,17031020400,17,"ILLINOIS","IL",17031,"Cook",17031020400,"Census Tract 204, Cook County, Illinois",0.7623,0.7623,2015,17031,17,"IL",1090,-0.02667,0.002869,0.046754,0.002802,"Low","Low","Moderate","Moderate",39,34,54,48,"Low","Low","Moderate","Moderate",37,37,48,45,"Low","Low","Moderate","Moderate",34,40,49,44,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,309682999.999999,2303.99999999999,17510399999.9999,0,17820082999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",15.0870704365919,0.00010877691912,826.704585315406,0,841.791655751998,15.0301784117482,"Relatively Low",8.13411902534548,"Relatively Low",2021-07-01,3
"17",17,17,17,17,17,"17031020500",17031020500,"ILLINOIS","Cook",0.993433174935232,7,6.75,7.5,6.75,17031020500,17,"ILLINOIS","IL",17031,"Cook",17031020500,"Census Tract 205, Cook County, Illinois",0.9762,0.9762,2015,17031,17,"IL",1388,-0.03496,-0.03101,-0.189,-0.0292,"Low","Very Low","Very Low","Very Low",34,13,16,17,"Low","Very Low","Very Low","Very Low",32,15,16,18,"Low","Very Low","Very Low","Very Low",31,17,18,20,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,317231000,2434,18498400000,0,18815631000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",15.4547922929915,0.000114914505703,873.350243341015,0,888.805035634007,15.3049329901792,"Relatively Low",8.25349803092678,"Relatively Low",2021-07-01,1
"18",18,18,18,18,18,"17031020601",17031020601,"ILLINOIS","Cook",0.865061442761946,3,4.66666666666667,4,4.66666666666667,17031020601,17,"ILLINOIS","IL",17031,"Cook",17031020601,"Census Tract 206.01, Cook County, Illinois",0.8877,0.8877,2015,17031,17,"IL",1700,-0.02471,0.001021,-0.02508,-0.00555,"Low","Low","Low","Low",40,32,40,38,"Low","Low","Low","Low",38,35,35,36,"Low","Low","Low","Low",35,38,37,37,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,580689000,4753.99999999999,36130399999.9999,0,36711088999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",28.2898830247516,0.000224446820095,1705.79583272111,0,1734.08571574586,19.1243250758146,"Relatively Moderate",9.15196609835149,"Relatively Low",2021-07-01,2
"19",19,19,19,19,19,"17031020602",17031020602,"ILLINOIS","Cook",0.822709577312589,2,2.25,2,2.25,17031020602,17,"ILLINOIS","IL",17031,"Cook",17031020602,"Census Tract 206.02, Cook County, Illinois",0.836,0.836,2015,17031,17,"IL",1323,-0.02615,-0.02111,-0.12543,-0.01976,"Low","Very Low","Low","Low",39,18,24,24,"Low","Very Low","Low","Low",38,20,22,24,"Low","Low","Low","Low",35,22,24,26,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,165476999.999999,1417.99999999999,10776799999.9999,0,10942276999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",8.06167324210865,6.6946905952e-05,508.79648523318,0,516.858158475288,12.7747689957148,"Relatively Low",5.54294329699335,"Relatively Low",2021-07-01,2
"20",20,20,20,20,20,"17031020701",17031020701,"ILLINOIS","Cook",0.49215167426331,2,2,2,2,17031020701,17,"ILLINOIS","IL",17031,"Cook",17031020701,"Census Tract 207.01, Cook County, Illinois",0.2633,0.2633,2015,17031,17,"IL",413,0.000745,0.006067,0.14484,0.017618,"Moderate","Low","High","High",55,36,75,66,"Moderate","Low","High","High",54,40,70,62,"Moderate","Moderate","High","Moderate",48,43,69,60,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,184641999.999999,1288.99999999999,9796399999.99999,0,9981041999.99999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",8.99534963027747,6.0856531574e-05,462.509639961614,0,471.504989591891,12.3896211847825,"Relatively Low",5.26886449403608,"Relatively Low",2021-07-01,4
"21",21,21,21,21,21,"17031020702",17031020702,"ILLINOIS","Cook",0.960654465856666,4,5,4.5,5,17031020702,17,"ILLINOIS","IL",17031,"Cook",17031020702,"Census Tract 207.02, Cook County, Illinois",0.8836,0.8836,2015,17031,17,"IL",2012,-0.03427,-0.00066,-0.00062,-0.00394,"Low","Low","Moderate","Low",34,31,45,40,"Low","Low","Low","Low",32,34,40,37,"Low","Low","Low","Low",31,37,40,38,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,147782999.999999,1390.99999999999,10571599999.9999,0,10719382999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",7.19966071864091,6.5672176431e-05,499.108540874015,0,506.308201592656,12.6872525362219,"Relatively Low",5.73455542952889,"Relatively Low",2021-07-01,2
"22",22,22,22,22,22,"17031020801",17031020801,"ILLINOIS","Cook",0.85769108214073,2,2.5,2.5,2.5,17031020801,17,"ILLINOIS","IL",17031,"Cook",17031020801,"Census Tract 208.01, Cook County, Illinois",0.8021,0.8021,2015,17031,17,"IL",1037,-0.02873,-0.01516,-0.03659,-0.00906,"Low","Low","Low","Low",37,21,38,35,"Low","Low","Low","Low",36,23,33,33,"Low","Low","Low","Low",34,26,35,34,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,168527999.999999,1515.99999999999,11521599999.9999,0,11690127999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",8.2103112102956,7.1573701991e-05,543.960135129408,0,552.170446339703,13.0593125613796,"Relatively Low",6.08789592514707,"Relatively Low",2021-07-01,2
"23",23,23,23,23,23,"17031020802",17031020802,"ILLINOIS","Cook",0.856541195051329,3,3.25,3.5,3.25,17031020802,17,"ILLINOIS","IL",17031,"Cook",17031020802,"Census Tract 208.02, Cook County, Illinois",0.8369,0.8369,2015,17031,17,"IL",1735,-0.03264,-0.02169,-0.12478,-0.02047,"Low","Very Low","Low","Low",35,17,24,24,"Low","Very Low","Low","Low",33,19,23,24,"Low","Low","Low","Low",32,22,24,25,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,417348000,2838.99999999999,21576399999.9999,0,21993747999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",20.3322709757099,0.000134035448517,1018.66940872848,0,1039.0016797042,16.1225851826825,"Relatively Low",7.15456394276049,"Relatively Low",2021-07-01,2
"24",24,24,24,24,24,"17031020901",17031020901,"ILLINOIS","Cook",0.805170335683906,4.5,5.66666666666667,6,5.66666666666667,17031020901,17,"ILLINOIS","IL",17031,"Cook",17031020901,"Census Tract 209.01, Cook County, Illinois",0.7982,0.7982,2015,17031,17,"IL",1573,-0.02682,-0.02179,-0.114,-0.01857,"Low","Very Low","Low","Low",39,17,25,25,"Low","Very Low","Low","Low",37,19,24,25,"Low","Low","Low","Low",34,21,25,27,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,400394999.999999,3369.99999999999,25611999999.9999,0,26012394999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",19.5063583324213,0.000159105129095,1209.19898112539,0,1228.70533945782,17.0495077827105,"Relatively Low",7.09458055419549,"Relatively Low",2021-07-01,2
"25",25,25,25,25,25,"17031020902",17031020902,"ILLINOIS","Cook",0.886853881215278,8,8.5,8.5,8.5,17031020902,17,"ILLINOIS","IL",17031,"Cook",17031020902,"Census Tract 209.02, Cook County, Illinois",0.9127,0.9127,2015,17031,17,"IL",861,-0.03426,-0.01595,-0.12606,-0.02019,"Low","Low","Low","Low",34,21,24,24,"Low","Low","Low","Low",32,23,22,24,"Low","Low","Low","Low",31,25,24,25,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.287660508e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,1190704999.99999,6866.99999999999,52189199999.9999,233.08000578405,53379905233.0799,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",58.0085125893325,0.00032420620816,2463.96718201427,0.001288899540112,2521.97698350315,21.6675414747245,"Relatively Moderate",11.3848673646702,"Relatively Moderate",2021-07-01,2
"26",26,26,26,26,26,"17031030101",17031030101,"ILLINOIS","Cook",0.756875077929095,4,4.75,4.5,4.75,17031030101,17,"ILLINOIS","IL",17031,"Cook",17031030101,"Census Tract 301.01, Cook County, Illinois",0.6975,0.6975,2015,17031,17,"IL",297,-0.01865,-0.03914,-0.13179,-0.02158,"Moderate","Very Low","Low","Low",44,10,23,23,"Moderate","Very Low","Low","Low",43,12,21,23,"Low","Very Low","Low","Low",39,13,23,25,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,190309999.999999,1646.99999999999,12517199999.9999,0,12707509999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",9.27148204708628,7.7758500778e-05,590.96460590906,0,600.236087956146,13.4277515785142,"Relatively Low",5.24702185641007,"Relatively Low",2021-07-01,2
"27",27,27,27,27,27,"17031030102",17031030102,"ILLINOIS","Cook",0.650212659841232,5,5.33333333333333,6,5.33333333333333,17031030102,17,"ILLINOIS","IL",17031,"Cook",17031030102,"Census Tract 301.02, Cook County, Illinois",0.5163,0.5163,2015,17031,17,"IL",105,-0.00534,-0.03369,0.038638,0.000346,"Moderate","Very Low","Moderate","Moderate",52,12,52,45,"Moderate","Very Low","Moderate","Moderate",51,14,47,42,"Moderate","Very Low","Moderate","Moderate",45,16,47,42,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,202002999.999999,1888.99999999999,14356399999.9999,0,14558402999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",9.84113913066875,8.9183854262e-05,677.797292387501,0,687.63843151817,14.050204453242,"Relatively Low",6.50724708892344,"Relatively Low",2021-07-01,3
"28",28,28,28,28,28,"17031030103",17031030103,"ILLINOIS","Cook",0.56420664717862,7,7,7,7,17031030103,17,"ILLINOIS","IL",17031,"Cook",17031030103,"Census Tract 301.03, Cook County, Illinois",0.5184,0.5184,2015,17031,17,"IL",98,-0.0226,-0.03061,0.075454,0.003054,"Moderate","Very Low","Moderate","Moderate",41,13,60,49,"Low","Very Low","Moderate","Moderate",40,15,54,45,"Low","Very Low","Moderate","Moderate",37,17,54,45,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,200764999.999999,1496.99999999999,11377199999.9999,0,11577964999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",9.78082651034247,7.0676670106e-05,537.142692802588,0,546.923519312931,13.0178160442292,"Relatively Low",5.10618712626007,"Relatively Low",2021-07-01,3
"29",29,29,29,29,29,"17031030104",17031030104,"ILLINOIS","Cook",0.647455701638935,8,8,8,8,17031030104,17,"ILLINOIS","IL",17031,"Cook",17031030104,"Census Tract 301.04, Cook County, Illinois",0.6811,0.6811,2015,17031,17,"IL",108,-0.00549,-0.02379,-0.0648,-0.01069,"Moderate","Very Low","Low","Low",51,16,33,33,"Moderate","Very Low","Low","Low",51,18,30,31,"Moderate","Low","Low","Low",45,21,31,33,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,295692999.999999,2172.99999999999,16514799999.9999,0,16810492999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",14.4055085962329,0.000102592120334,779.700114535754,0,794.105623131987,14.7408328189928,"Relatively Low",7.04918441450227,"Relatively Low",2021-07-01,2
"30",30,30,30,30,30,"17031030200",17031030200,"ILLINOIS","Cook",0.441127166428839,1,2,2,2,17031030200,17,"ILLINOIS","IL",17031,"Cook",17031030200,"Census Tract 302, Cook County, Illinois",0.3214,0.3214,2015,17031,17,"IL",573,-0.00433,0.010653,0.129621,0.015766,"Moderate","Low","High","High",52,40,71,64,"Moderate","Moderate","High","Moderate",52,44,67,59,"Moderate","Moderate","High","Moderate",45,47,66,57,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,200703999.999999,1200.99999999999,9127599999.99999,0,9328303999.99999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",9.77785472533447,5.670185758e-05,430.934117605817,0,440.711972331151,12.1138134084356,"Relatively Low",7.26816481907647,"Relatively Low",2021-07-01,3
"31",31,31,31,31,31,"17031030300",17031030300,"ILLINOIS","Cook",0.834236156329228,2,3,3,3,17031030300,17,"ILLINOIS","IL",17031,"Cook",17031030300,"Census Tract 303, Cook County, Illinois",0.7144,0.7144,2015,17031,17,"IL",656,-0.02401,-0.029,-0.13005,-0.0209,"Low","Very Low","Low","Low",40,14,23,23,"Low","Very Low","Low","Low",39,16,22,23,"Low","Very Low","Low","Low",36,18,23,25,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,313693999.999999,2179.99999999999,16567999999.9999,0,16881693999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",15.2824774803146,0.000102922605765,782.211803814056,0,797.494281294371,14.7617707386204,"Relatively Low",7.61243761392815,"Relatively Low",2021-07-01,2
"32",32,32,32,32,32,"17031030400",17031030400,"ILLINOIS","Cook",0.713913633781743,1,2,2,2,17031030400,17,"ILLINOIS","IL",17031,"Cook",17031030400,"Census Tract 304, Cook County, Illinois",0.5196,0.5196,2015,17031,17,"IL",399,-0.00523,-0.03376,-0.07837,-0.01329,"Moderate","Very Low","Low","Low",52,12,31,30,"Moderate","Very Low","Low","Low",51,14,28,29,"Moderate","Very Low","Low","Low",45,16,29,31,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,418508999.999999,2983.99999999999,22678399999.9999,0,23096908999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",20.3888323264359,0.000140881218166,1070.69725806474,0,1091.08609039118,16.3876093780652,"Relatively Low",7.10211395667085,"Relatively Low",2021-07-01,2
"33",33,33,33,33,33,"17031030500",17031030500,"ILLINOIS","Cook",0.716892256965129,2,2.25,2,2.25,17031030500,17,"ILLINOIS","IL",17031,"Cook",17031030500,"Census Tract 305, Cook County, Illinois",0.3887,0.3887,2015,17031,17,"IL",826,-0.00996,0.011126,0.123083,0.01443,"Moderate","Moderate","High","High",49,41,70,62,"Moderate","Moderate","High","Moderate",49,45,65,57,"Moderate","Moderate","High","Moderate",43,47,64,55,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,475752000,2981,22655600000,0,23131352000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",23.1775846086143,0.000140739581553,1069.62081980261,0,1092.79840441123,16.3961776194206,"Relatively Low",6.32118646494737,"Relatively Low",2021-07-01,3
"34",34,34,34,34,34,"17031030601",17031030601,"ILLINOIS","Cook",0.971031157783904,4,5.33333333333333,4,5.33333333333333,17031030601,17,"ILLINOIS","IL",17031,"Cook",17031030601,"Census Tract 306.01, Cook County, Illinois",0.7864,0.7864,2015,17031,17,"IL",588,-0.01796,-0.01445,-0.02965,-0.00698,"Moderate","Low","Low","Low",44,22,39,37,"Moderate","Low","Low","Low",43,24,34,35,"Low","Low","Low","Low",39,26,36,36,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,494587000,4442,33759200000,0,34253787000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",24.0951841270677,0.000209716612297,1593.84625345965,0,1617.94143758671,18.6874565671833,"Relatively Moderate",8.38250170623388,"Relatively Low",2021-07-01,2
"35",35,35,35,35,35,"17031030603",17031030603,"ILLINOIS","Cook",0.638824621437775,3,4,4,4,17031030603,17,"ILLINOIS","IL",17031,"Cook",17031030603,"Census Tract 306.03, Cook County, Illinois",0.4006,0.4006,2015,17031,17,"IL",245,-0.01818,-0.03497,-0.21027,-0.03024,"Moderate","Very Low","Very Low","Very Low",44,12,14,16,"Moderate","Very Low","Very Low","Very Low",43,13,15,17,"Low","Very Low","Very Low","Very Low",39,15,16,19,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,427783999.999999,2944,22374400000,0,22802184000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",20.8406898010128,0.000138992729987,1056.34474790301,0,1077.18543770403,16.3177179266701,"Relatively Low",7.83078578396414,"Relatively Low",2021-07-01,1
