"","...1","...2","...3","...4","...5","fips","FIPS.x","stateName","countyName","ccvi","adi.median2","adi.mean2","adi.median.uw2","adi.mean.uw2","fips.y","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS.y","LOCATION","RPL_THEMES","sviscore","year","countyfips","statefips","stateusps","pop","z_ED_nat","z_HE_nat","z_SE_nat","z_COI_nat","c5_ED_nat","c5_HE_nat","c5_SE_nat","c5_COI_nat","r_ED_nat","r_HE_nat","r_SE_nat","r_COI_nat","c5_ED_stt","c5_HE_stt","c5_SE_stt","c5_COI_stt","r_ED_stt","r_HE_stt","r_SE_stt","r_COI_stt","c5_ED_met","c5_HE_met","c5_SE_met","c5_COI_met","r_ED_met","r_HE_met","r_SE_met","r_COI_met","VLCN_EXPP","VLCN_EXPPE","VLCN_EXPT","VLCN_HLRB","VLCN_HLRP","VLCN_HLRR","VLCN_EALB","VLCN_EALP","VLCN_EALPE","VLCN_EALT","VLCN_EALS","VLCN_EALR","VLCN_RISKS","VLCN_RISKR","WFIR_EVNTS","WFIR_AFREQ","WFIR_EXPB","WFIR_EXPP","WFIR_EXPPE","WFIR_EXPA","WFIR_EXPT","WFIR_HLRB","WFIR_HLRP","WFIR_HLRA","WFIR_HLRR","WFIR_EALB","WFIR_EALP","WFIR_EALPE","WFIR_EALA","WFIR_EALT","WFIR_EALS","WFIR_EALR","WFIR_RISKS","WFIR_RISKR","WNTW_EVNTS","WNTW_AFREQ","WNTW_EXPB","WNTW_EXPP","WNTW_EXPPE","WNTW_EXPA","WNTW_EXPT","WNTW_HLRB","WNTW_HLRP","WNTW_HLRA","WNTW_HLRR","WNTW_EALB","WNTW_EALP","WNTW_EALPE","WNTW_EALA","WNTW_EALT","WNTW_EALS","WNTW_EALR","WNTW_RISKS","WNTW_RISKR","NRI_VER","coi_num"
"1005",1005,1005,1005,1005,1005,"17031819200",17031819200,"ILLINOIS","Cook",0.548828639115557,5,5.5,5.5,5.5,17031819200,17,"ILLINOIS","IL",17031,"Cook",17031819200,"Census Tract 8192, Cook County, Illinois",0.4494,0.4494,2015,17031,17,"IL",1450,-0.07114,-0.00152,0.031811,-0.00433,"Very Low","Low","Moderate","Low",15,30,51,40,"Very Low","Low","Moderate","Low",13,33,46,37,"Very Low","Low","Moderate","Low",12,36,46,38,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.205805204e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,911821999.999999,6213,47218800000,0,48130622000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",44.4219499928448,0.00029332942643,2229.30364087006,0,2273.7255908629,20.9318981825789,"Relatively Moderate",12.6026081630309,"Relatively Moderate",2021-07-01,2
"1006",1006,1006,1006,1006,1006,"17031819300",17031819300,"ILLINOIS","Cook",0.305759133289924,4,4,4,4,17031819300,17,"ILLINOIS","IL",17031,"Cook",17031819300,"Census Tract 8193, Cook County, Illinois",0.2171,0.2171,2015,17031,17,"IL",707,0.035566,0.012892,0.111924,0.018359,"High","Moderate","High","High",72,42,68,67,"High","Moderate","High","High",68,46,63,63,"High","Moderate","High","Moderate",61,49,63,60,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,450182999.999999,3706,28165600000,0,28615783000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",21.9319195123926,0.000174968429801,1329.76006648389,0,1351.69198599628,17.6003718439261,"Relatively Low",9.30569921189032,"Relatively Low",2021-07-01,4
"1007",1007,1007,1007,1007,1007,"17031819400",17031819400,"ILLINOIS","Cook",0.363585985231571,3,3.8,4,3.8,17031819400,17,"ILLINOIS","IL",17031,"Cook",17031819400,"Census Tract 8194, Cook County, Illinois",0.1749,0.1749,2015,17031,17,"IL",1251,0.03648,-0.00575,0.093049,0.014284,"High","Low","High","High",72,27,64,62,"High","Low","Moderate","Moderate",69,29,58,57,"High","Low","Moderate","Moderate",61,32,58,55,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,8.162681504e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,1046849999.99999,6750.99999999999,51307599999.9999,28889.8733476078,52354478889.8733,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",51.0002153380919,0.00031872959244,2422.34490254527,0.159756922719969,2473.50487480608,21.5278266250659,"Relatively Moderate",9.82028889231111,"Relatively Low",2021-07-01,3
"1008",1008,1008,1008,1008,1008,"17031819500",17031819500,"ILLINOIS","Cook",0.759327246782394,1.5,2.5,2,2.5,17031819500,17,"ILLINOIS","IL",17031,"Cook",17031819500,"Census Tract 8195, Cook County, Illinois",0.571,0.571,2015,17031,17,"IL",788,0.137602,0.014072,0.043282,0.021783,"Very High","Moderate","Moderate","High",96,43,53,71,"Very High","Moderate","Moderate","High",92,48,48,68,"Very High","Moderate","Moderate","High",90,51,48,64,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,654316999.999999,8286.99999999999,62981199999.9999,0,63635516999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",31.8768762471932,0.00039124753852,2973.48129275554,0,3005.35816900273,22.9717814621814,"Relatively Moderate",13.5779445683336,"Relatively Moderate",2021-07-01,4
"1009",1009,1009,1009,1009,1009,"17031819600",17031819600,"ILLINOIS","Cook",0.133442318615702,1,1.25,1,1.25,17031819600,17,"ILLINOIS","IL",17031,"Cook",17031819600,"Census Tract 8196, Cook County, Illinois",0.0391,0.0391,2015,17031,17,"IL",1310,0.140081,0.030334,0.21104,0.043345,"Very High","Moderate","Very High","Very High",96,60,88,92,"Very High","High","Very High","Very High",93,67,87,92,"Very High","High","Very High","Very High",90,68,86,90,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,2.1161675e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,477791999.999999,2704.99999999999,20557999999.9999,0,21035791999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",23.2769688941277,0.000127709013117,970.588499686708,0,993.865468580836,15.8856551594306,"Relatively Low",8.09300917582981,"Relatively Low",2021-07-01,5
"1010",1010,1010,1010,1010,1010,"17031819700",17031819700,"ILLINOIS","Cook",0.0995829927543259,1,1,1,1,17031819700,17,"ILLINOIS","IL",17031,"Cook",17031819700,"Census Tract 8197, Cook County, Illinois",0.043,0.043,2015,17031,17,"IL",1932,0.150404,0.050219,0.31176,0.058342,"Very High","High","Very High","Very High",97,80,99,99,"Very High","Very High","Very High","Very High",94,93,100,100,"Very High","Very High","Very High","Very High",92,94,100,100,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,792546000,4748.99999999999,36092399999.9999,0,36884945999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",38.6110872286797,0.000224210759072,1704.00176895089,0,1742.61285617957,19.155620959029,"Relatively Moderate",9.37120022311208,"Relatively Low",2021-07-01,5
"1011",1011,1011,1011,1011,1011,"17031819801",17031819801,"ILLINOIS","Cook",0.0744101633393829,1,1,1,1,17031819801,17,"ILLINOIS","IL",17031,"Cook",17031819801,"Census Tract 8198.01, Cook County, Illinois",0.0056,0.0056,2015,17031,17,"IL",1918,0.179836,0.045961,0.30144,0.059948,"Very High","High","Very High","Very High",99,76,98,100,"Very High","Very High","Very High","Very High",98,88,99,100,"Very High","Very High","Very High","Very High",97,90,99,100,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,437475999.999999,4411.99999999999,33531199999.9999,0,33968675999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",21.3128625927755,0.000208300246163,1583.08187083835,0,1604.39473343113,18.6351548626459,"Relatively Moderate",10.8394244591305,"Relatively Moderate",2021-07-01,5
"1012",1012,1012,1012,1012,1012,"17031819802",17031819802,"ILLINOIS","Cook",0.0838032169130381,1,1,1,1,17031819802,17,"ILLINOIS","IL",17031,"Cook",17031819802,"Census Tract 8198.02, Cook County, Illinois",0.0059,0.0059,2015,17031,17,"IL",712,0.140261,0.052391,0.255231,0.050855,"Very High","Very High","Very High","Very High",96,82,94,97,"Very High","Very High","Very High","Very High",93,95,95,96,"Very High","Very High","Very High","Very High",90,95,95,95,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.1591662266e-05,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,309994000,3641,27671600000,0,27981594000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",15.102221668354,0.000171899636509,1306.43723747109,0,1321.53945913944,17.4685145240011,"Relatively Low",9.55308797331932,"Relatively Low",2021-07-01,5
"1013",1013,1013,1013,1013,1013,"17031819900",17031819900,"ILLINOIS","Cook",0.0526038708247323,1,1,1,1,17031819900,17,"ILLINOIS","IL",17031,"Cook",17031819900,"Census Tract 8199, Cook County, Illinois",0.001,0.001,2015,17031,17,"IL",1121,0.181567,0.038568,0.343962,0.064316,"Very High","High","Very High","Very High",99,69,100,100,"Very High","High","Very High","Very High",98,78,100,100,"Very High","High","Very High","Very High",97,79,100,100,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,408380000,4544.99999999999,34541999999.9999,0,34950379999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",19.8953698617471,0.000214579469359,1630.80396712609,0,1650.69933698784,18.8127343329823,"Relatively Moderate",10.7695431118299,"Relatively Moderate",2021-07-01,5
"1014",1014,1014,1014,1014,1014,"17031820000",17031820000,"ILLINOIS","Cook",0.206176140535598,1,1,1,1,17031820000,17,"ILLINOIS","IL",17031,"Cook",17031820000,"Census Tract 8200, Cook County, Illinois",0.0758,0.0758,2015,17031,17,"IL",792,0.215725,0.039499,0.247453,0.056943,"Very High","High","Very High","Very High",100,70,93,99,"Very High","High","Very High","Very High",100,80,94,99,"Very High","Very High","Very High","Very High",100,81,94,99,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,6.240213493e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,740734999.999999,6650,5.054e+10,0,51280735000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",36.0869699655743,0.000313961159788,2386.10481438691,0,2422.19178435249,21.377919590544,"Relatively Moderate",11.7008207322052,"Relatively Moderate",2021-07-01,5
"1015",1015,1015,1015,1015,1015,"17031820101",17031820101,"ILLINOIS","Cook",0.174062426400299,1,1.71428571428571,1,1.71428571428571,17031820101,17,"ILLINOIS","IL",17031,"Cook",17031820101,"Census Tract 8201.01, Cook County, Illinois",0.2148,0.2148,2015,17031,17,"IL",1305,0.088817,0.032037,0.185859,0.03491,"Very High","High","Very High","Very High",88,62,83,85,"Very High","High","High","Very High",85,69,80,82,"High","High","High","High",80,70,79,80,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,511834999.999999,4538,34488800000,0,35000635000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",24.9354685175261,0.000214248983927,1628.29227784779,0,1653.22774636531,18.8223347141461,"Relatively Moderate",9.40670316609453,"Relatively Low",2021-07-01,5
"1016",1016,1016,1016,1016,1016,"17031820103",17031820103,"ILLINOIS","Cook",0.649866308308281,1.5,2,2,2,17031820103,17,"ILLINOIS","IL",17031,"Cook",17031820103,"Census Tract 8201.03, Cook County, Illinois",0.4666,0.4666,2015,17031,17,"IL",1025,0.079971,0.016054,0.033958,0.014521,"Very High","Moderate","Moderate","High",86,45,51,62,"Very High","Moderate","Moderate","Moderate",82,50,46,57,"High","Moderate","Moderate","Moderate",77,53,47,55,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,551041000,4251,32307600000,0,32858641000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",26.8454980752901,0.000200699081242,1525.31301743741,0,1552.1585155127,18.4306769775256,"Relatively Moderate",9.00495596797187,"Relatively Low",2021-07-01,3
"1017",1017,1017,1017,1017,1017,"17031820104",17031820104,"ILLINOIS","Cook",0.549050304096646,2,4.25,2.5,4.25,17031820104,17,"ILLINOIS","IL",17031,"Cook",17031820104,"Census Tract 8201.04, Cook County, Illinois",0.6667,0.6667,2015,17031,17,"IL",945,0.057341,0.040157,0.045126,0.015869,"High","High","Moderate","High",79,70,54,64,"High","Very High","Moderate","Moderate",76,81,48,59,"High","Very High","Moderate","Moderate",70,82,48,57,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.664945e-09,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,572921999.999999,4586.99999999999,34861199999.9999,0,35434121999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",27.9114919729954,0.000216562381947,1645.8741027959,0,1673.7855947689,18.9000319748728,"Relatively Moderate",9.89884548941894,"Relatively Low",2021-07-01,3
"1018",1018,1018,1018,1018,1018,"17031820201",17031820201,"ILLINOIS","Cook",0.197115584433577,1,2.5,1,2.5,17031820201,17,"ILLINOIS","IL",17031,"Cook",17031820201,"Census Tract 8202.01, Cook County, Illinois",0.2272,0.2272,2015,17031,17,"IL",1498,0.080835,0.041022,0.202122,0.036873,"Very High","High","Very High","Very High",86,71,86,86,"Very High","Very High","Very High","Very High",83,82,84,85,"High","Very High","Very High","Very High",78,83,83,82,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,4.001740152e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,431585999.999999,2954.99999999999,22457999999.9999,0,22889585999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",21.0259148272491,0.000139512064237,1060.29168819749,0,1081.31760302474,16.3385566390008,"Relatively Low",9.42463712130253,"Relatively Low",2021-07-01,5
"1019",1019,1019,1019,1019,1019,"17031820202",17031820202,"ILLINOIS","Cook",0.665812332885385,5.5,6.66666666666667,6,6.66666666666667,17031820202,17,"ILLINOIS","IL",17031,"Cook",17031820202,"Census Tract 8202.02, Cook County, Illinois",0.8213,0.8213,2015,17031,17,"IL",727,0.042391,-0.04351,0.029813,0.003564,"High","Very Low","Moderate","Moderate",74,9,51,49,"High","Very Low","Moderate","Moderate",70,11,45,46,"High","Very Low","Moderate","Moderate",63,12,46,45,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,5.524466919e-06,2209624.83869058,7.51903217608566,57144644.538251,13117.5302885279,59367386.9072302,0.4,0.000604329616779,0.013579329393992,"Very Low",7.5702403429595,3.0980346e-08,0.235450631089408,0.002986740119551,7.80867771416846,0.804393955069185,"Very Low",0.615306769127117,"Very Low",58,4.777594728,1496252999.99999,7462.99999999999,56718799999.9999,212739.58468818,58215265739.5846,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",72.8941349766117,0.000352344682029,2677.81958342399,1.17641988185878,2751.89013828246,22.3069209160349,"Relatively Moderate",10.5104756207557,"Relatively Moderate",2021-07-01,3
"1020",1020,1020,1020,1020,1020,"17031820300",17031820300,"ILLINOIS","Cook",0.866142059544756,5,5.25,5,5.25,17031820300,17,"ILLINOIS","IL",17031,"Cook",17031820300,"Census Tract 8203, Cook County, Illinois",0.8278,0.8278,2015,17031,17,"IL",1818,-0.05784,-0.02649,0.001069,-0.00909,"Low","Very Low","Moderate","Low",21,15,45,35,"Very Low","Very Low","Low","Low",19,17,40,33,"Very Low","Very Low","Moderate","Low",19,19,41,34,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,710214999.999999,5485.99999999999,41693599999.9999,0,42403814999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",34.6001031058346,0.000259006153774,1968.44676868069,0,2003.04687178652,20.0659457749517,"Relatively Moderate",10.4618786317999,"Relatively Moderate",2021-07-01,2
"1021",1021,1021,1021,1021,1021,"17031820400",17031820400,"ILLINOIS","Cook",0.904864160928776,6.5,7,7,7,17031820400,17,"ILLINOIS","IL",17031,"Cook",17031820400,"Census Tract 8204, Cook County, Illinois",0.9317,0.9317,2015,17031,17,"IL",1884,-0.06293,-0.03226,-0.16861,-0.03005,"Very Low","Very Low","Very Low","Very Low",18,13,18,16,"Very Low","Very Low","Very Low","Very Low",17,14,18,17,"Very Low","Very Low","Very Low","Very Low",16,16,19,19,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,2.0025045703e-05,5082920.50561508,47.3206478659941,359636923.781555,74.159514061346,364719918.446684,0.4,0.000604329616779,0.013579329393992,"Very Low",49.7528461372536,7.26764181e-07,5.52340777262204,1.3790522114e-05,55.2762677003978,1.54450458727096,"Very Low",1.47103115450958,"Very Low",58,4.77759472799999,992990961.40647,5371,40819600000,62098.7187680938,41812653060.1252,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",48.3763221669856,0.000253576750259,1927.18330196573,0.343397151516586,1975.90302128423,19.974893481333,"Relatively Moderate",11.7186339105673,"Relatively Moderate",2021-07-01,1
"1022",1022,1022,1022,1022,1022,"17031820501",17031820501,"ILLINOIS","Cook",0.348318809659052,4,4.6,4,4.6,17031820501,17,"ILLINOIS","IL",17031,"Cook",17031820501,"Census Tract 8205.01, Cook County, Illinois",0.3507,0.3507,2015,17031,17,"IL",1336,-0.04607,0.012459,0.139142,0.012444,"Low","Moderate","High","Moderate",27,42,73,60,"Low","Moderate","High","Moderate",25,46,69,55,"Low","Moderate","High","Moderate",25,49,68,53,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.7387539491e-05,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,1093697000,7063,53678800000,31203.8962898133,54772528203.8962,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",53.282497506448,0.000333459800238,2534.29448180673,0.172553143039183,2587.74953245622,21.854288732974,"Relatively Moderate",11.4811164972913,"Relatively Moderate",2021-07-01,3
"1023",1023,1023,1023,1023,1023,"17031820502",17031820502,"ILLINOIS","Cook",0.894626009614719,4.5,4.66666666666667,5,4.66666666666667,17031820502,17,"ILLINOIS","IL",17031,"Cook",17031820502,"Census Tract 8205.02, Cook County, Illinois",0.8858,0.8858,2015,17031,17,"IL",926,-0.0541,0.010494,-0.0591,-0.01177,"Low","Low","Low","Low",23,40,34,32,"Low","Moderate","Low","Low",21,44,31,30,"Low","Moderate","Low","Low",21,47,32,32,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,7.55939447e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,493659000,3830.99999999999,29115599999.9999,10912.5694831756,29609269912.5694,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",24.0499740207165,0.00018086995536,1374.61166073929,0.060344969277767,1398.72197972928,17.8021748981582,"Relatively Moderate",9.09177994856164,"Relatively Low",2021-07-01,2
"1024",1024,1024,1024,1024,1024,"17031820603",17031820603,"ILLINOIS","Cook",0.792189080228869,4.5,6.33333333333333,5,6.33333333333333,17031820603,17,"ILLINOIS","IL",17031,"Cook",17031820603,"Census Tract 8206.03, Cook County, Illinois",0.8132,0.8132,2015,17031,17,"IL",1507,-0.03583,0.005613,-0.09636,-0.01461,"Low","Low","Low","Low",33,36,28,29,"Low","Low","Low","Low",32,39,26,28,"Low","Moderate","Low","Low",30,43,28,30,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,234399999.999999,2892.99999999999,21986799999.9999,0,22221199999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",11.4194492766382,0.000136584907559,1038.04529744681,0,1049.46474672345,16.1765243245752,"Relatively Low",9.99523925078571,"Relatively Low",2021-07-01,2
"1025",1025,1025,1025,1025,1025,"17031820604",17031820604,"ILLINOIS","Cook",0.60970338454718,6,7,7,7,17031820604,17,"ILLINOIS","IL",17031,"Cook",17031820604,"Census Tract 8206.04, Cook County, Illinois",0.7486,0.7486,2015,17031,17,"IL",1282,-0.04065,0.018454,-0.19547,-0.02535,"Low","Moderate","Very Low","Very Low",30,48,15,19,"Low","Moderate","Very Low","Very Low",29,53,16,20,"Low","Moderate","Very Low","Low",28,56,17,22,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,574855999.999999,4745.99999999999,36069599999.9999,0,36644455999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",28.0057121730851,0.000224069122459,1702.92533068876,0,1730.93104286185,19.1127209566706,"Relatively Moderate",11.2958746125449,"Relatively Moderate",2021-07-01,1
"1026",1026,1026,1026,1026,1026,"17031820605",17031820605,"ILLINOIS","Cook",0.737133040550838,5,5.33333333333333,5,5.33333333333333,17031820605,17,"ILLINOIS","IL",17031,"Cook",17031820605,"Census Tract 8206.05, Cook County, Illinois",0.7497,0.7497,2015,17031,17,"IL",1114,-0.03982,-0.08163,-0.30523,-0.04866,"Low","Very Low","Very Low","Very Low",31,3,7,7,"Low","Very Low","Very Low","Very Low",29,3,9,9,"Low","Very Low","Very Low","Very Low",29,4,10,10,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,529939999.999999,4978,37832800000,0,38362740000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",25.8175040514576,0.000235022353898,1786.16988962677,0,1811.98739367823,19.406519556996,"Relatively Moderate",12.7921081040664,"Relatively Moderate",2021-07-01,1
"1027",1027,1027,1027,1027,1027,"17031820606",17031820606,"ILLINOIS","Cook",0.387124035410981,3,4,4,4,17031820606,17,"ILLINOIS","IL",17031,"Cook",17031820606,"Census Tract 8206.06, Cook County, Illinois",0.2871,0.2871,2015,17031,17,"IL",754,-0.01476,-0.00065,0.164855,0.017523,"Moderate","Low","High","High",46,31,79,66,"Moderate","Low","High","High",45,34,76,62,"Low","Low","High","Moderate",40,37,75,59,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,297159999.999999,4130.99999999999,31395599999.9999,0,31692759999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",14.4769775897859,0.000195033616704,1482.25548695223,0,1496.73246454201,18.2086321837933,"Relatively Moderate",11.5642113877768,"Relatively Moderate",2021-07-01,4
"1028",1028,1028,1028,1028,1028,"17031820700",17031820700,"ILLINOIS","Cook",0.664648591734667,4.5,5,5,5,17031820700,17,"ILLINOIS","IL",17031,"Cook",17031820700,"Census Tract 8207, Cook County, Illinois",0.6189,0.6189,2015,17031,17,"IL",1821,-0.0711,-0.01201,0.038528,-0.00466,"Very Low","Low","Moderate","Low",15,23,52,39,"Very Low","Low","Moderate","Low",13,25,47,37,"Very Low","Low","Moderate","Low",12,28,47,38,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.653787822e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,501570999.999999,5606.99999999999,42613199999.9999,0,43114770999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",24.4354291515901,0.000264718830516,2011.86311191991,0,2036.2985410715,20.1763721748994,"Relatively Moderate",11.1146969739226,"Relatively Moderate",2021-07-01,2
"1029",1029,1029,1029,1029,1029,"17031820800",17031820800,"ILLINOIS","Cook",0.505022097227802,4,4.33333333333333,4,4.33333333333333,17031820800,17,"ILLINOIS","IL",17031,"Cook",17031820800,"Census Tract 8208, Cook County, Illinois",0.5776,0.5776,2015,17031,17,"IL",1115,-0.02042,-0.01342,-0.0436,-0.00877,"Moderate","Low","Low","Low",43,22,37,35,"Moderate","Low","Low","Low",42,24,33,33,"Low","Low","Low","Low",38,27,34,35,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,7.493522771e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,721937999.999999,3519,26744400000,0,27466338000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",35.1712217230275,0.000166139747563,1262.66208147782,0,1297.83330320085,17.3634319120601,"Relatively Low",9.87385739915156,"Relatively Low",2021-07-01,2
